Threshold,Completeness,Succinctness,F-Score
0.299,1.0,0.0,0.0
0.3,1.0,0.0,0.0
0.301,1.0,0.0,0.0
0.302,1.0,0.0,0.0
0.303,1.0,0.0,0.0
0.304,1.0,0.0,0.0
0.305,1.0,0.0,0.0
0.306,1.0,0.0,0.0
0.307,1.0,0.0,0.0
0.308,1.0,0.0,0.0
0.309,1.0,0.0,0.0
0.31,1.0,0.0,0.0
0.311,1.0,0.0,0.0
0.312,1.0,0.0,0.0
0.313,1.0,0.0,0.0
0.314,1.0,0.0,0.0
0.315,1.0,0.0,0.0
0.316,1.0,0.0,0.0
0.317,1.0,0.0,0.0
0.318,1.0,0.0,0.0
0.319,1.0,0.0,0.0
0.32,1.0,0.0,0.0
0.321,1.0,0.0,0.0
0.322,1.0,0.0,0.0
0.323,1.0,0.0,0.0
0.324,1.0,0.0,0.0
0.325,1.0,0.0,0.0
0.326,1.0,0.0,0.0
0.327,1.0,0.0,0.0
0.328,1.0,0.0,0.0
0.329,1.0,0.0,0.0
0.33,1.0,0.0,0.0
0.331,1.0,0.0,0.0
0.332,1.0,0.0,0.0
0.333,1.0,0.0,0.0
0.334,1.0,0.0,0.0
0.335,1.0,0.0,0.0
0.336,1.0,0.0,0.0
0.337,1.0,0.0,0.0
0.338,1.0,0.0,0.0
0.339,1.0,0.0,0.0
0.34,1.0,0.0,0.0
0.341,1.0,0.0,0.0
0.342,1.0,0.0,0.0
0.343,1.0,0.0,0.0
0.344,1.0,0.0,0.0
0.345,1.0,0.0,0.0
0.346,1.0,0.0,0.0
0.347,1.0,0.0,0.0
0.348,1.0,0.0,0.0
0.349,1.0,0.0,0.0
0.35,1.0,0.0,0.0
0.351,1.0,0.0,0.0
0.352,1.0,0.0,0.0
0.353,1.0,0.0,0.0
0.354,1.0,0.0,0.0
0.355,1.0,0.0,0.0
0.356,1.0,0.0,0.0
0.357,1.0,0.0,0.0
0.358,1.0,0.0,0.0
0.359,1.0,0.0,0.0
0.36,1.0,0.0,0.0
0.361,1.0,0.0,0.0
0.362,1.0,0.0,0.0
0.363,1.0,0.0,0.0
0.364,1.0,0.0,0.0
0.365,1.0,0.0,0.0
0.366,1.0,0.0,0.0
0.367,1.0,0.0,0.0
0.368,1.0,0.0,0.0
0.369,1.0,0.0,0.0
0.37,1.0,0.0,0.0
0.371,1.0,0.0,0.0
0.372,1.0,0.0,0.0
0.373,1.0,0.0,0.0
0.374,1.0,0.0,0.0
0.375,1.0,0.0,0.0
0.376,1.0,0.0,0.0
0.377,1.0,0.0,0.0
0.378,1.0,0.0,0.0
0.379,1.0,0.0,0.0
0.38,1.0,0.0,0.0
0.381,1.0,0.0,0.0
0.382,1.0,0.0,0.0
0.383,1.0,0.0,0.0
0.384,1.0,0.0,0.0
0.385,1.0,0.0,0.0
0.386,1.0,0.0,0.0
0.387,1.0,0.0,0.0
0.388,1.0,0.0,0.0
0.389,1.0,0.0,0.0
0.39,1.0,0.0,0.0
0.391,1.0,0.0,0.0
0.392,1.0,0.0,0.0
0.393,1.0,0.0,0.0
0.394,1.0,0.0,0.0
0.395,1.0,0.0,0.0
0.396,1.0,0.0,0.0
0.397,1.0,0.0,0.0
0.398,1.0,0.0,0.0
0.399,1.0,0.0,0.0
0.4,1.0,0.0,0.0
0.401,1.0,0.0,0.0
0.402,1.0,0.0,0.0
0.403,1.0,0.0,0.0
0.404,1.0,0.0,0.0
0.405,1.0,0.0,0.0
0.406,1.0,0.0,0.0
0.407,1.0,0.0,0.0
0.408,1.0,0.0,0.0
0.409,1.0,0.0,0.0
0.41,1.0,0.0,0.0
0.411,1.0,0.0,0.0
0.412,1.0,0.0,0.0
0.413,1.0,0.0,0.0
0.414,1.0,0.0,0.0
0.415,1.0,0.0,0.0
0.416,1.0,0.0,0.0
0.417,1.0,0.0,0.0
0.418,1.0,0.0,0.0
0.419,1.0,0.0,0.0
0.42,1.0,0.0,0.0
0.421,1.0,0.0,0.0
0.422,1.0,0.0,0.0
0.423,1.0,0.0,0.0
0.424,1.0,0.0,0.0
0.425,1.0,0.0,0.0
0.426,1.0,0.0,0.0
0.427,1.0,0.0,0.0
0.428,1.0,0.0,0.0
0.429,1.0,0.0,0.0
0.43,1.0,0.0,0.0
0.431,1.0,0.0,0.0
0.432,1.0,0.0,0.0
0.433,1.0,0.0,0.0
0.434,1.0,0.0,0.0
0.435,1.0,0.0,0.0
0.436,1.0,0.0,0.0
0.437,1.0,0.0,0.0
0.438,1.0,0.0,0.0
0.439,1.0,0.0,0.0
0.44,1.0,0.0,0.0
0.441,1.0,0.0,0.0
0.442,1.0,0.0,0.0
0.443,1.0,0.0,0.0
0.444,1.0,0.0,0.0
0.445,1.0,0.0,0.0
0.446,1.0,0.0,0.0
0.447,1.0,0.0,0.0
0.448,1.0,0.0,0.0
0.449,1.0,0.0,0.0
0.45,1.0,0.0,0.0
0.451,1.0,0.0,0.0
0.452,1.0,0.0,0.0
0.453,1.0,0.0,0.0
0.454,1.0,0.0,0.0
0.455,1.0,0.0,0.0
0.456,1.0,0.0,0.0
0.457,1.0,0.0,0.0
0.458,1.0,0.0,0.0
0.459,1.0,0.0,0.0
0.46,1.0,0.0,0.0
0.461,1.0,0.0,0.0
0.462,1.0,0.0,0.0
0.463,1.0,0.0,0.0
0.464,1.0,0.0,0.0
0.465,1.0,0.0,0.0
0.466,1.0,0.0,0.0
0.467,1.0,0.0,0.0
0.468,1.0,0.0,0.0
0.469,1.0,0.0,0.0
0.47,1.0,0.0,0.0
0.471,1.0,0.0,0.0
0.472,1.0,0.0,0.0
0.473,1.0,0.0,0.0
0.474,1.0,0.0,0.0
0.475,1.0,0.0,0.0
0.476,1.0,0.0,0.0
0.477,1.0,0.0,0.0
0.478,1.0,0.0,0.0
0.479,1.0,0.0,0.0
0.48,1.0,0.0,0.0
0.481,1.0,0.0,0.0
0.482,1.0,0.0,0.0
0.483,1.0,0.0,0.0
0.484,1.0,0.0,0.0
0.485,1.0,0.0,0.0
0.486,1.0,0.0,0.0
0.487,1.0,0.0,0.0
0.488,1.0,0.0,0.0
0.489,1.0,0.0,0.0
0.49,1.0,0.0,0.0
0.491,1.0,0.0,0.0
0.492,1.0,0.0,0.0
0.493,1.0,0.0,0.0
0.494,1.0,0.0,0.0
0.495,1.0,0.0,0.0
0.496,1.0,0.0,0.0
0.497,1.0,0.0,0.0
0.498,1.0,0.0,0.0
0.499,1.0,0.0,0.0
0.5,1.0,0.0,0.0
0.501,1.0,0.0,0.0
0.502,1.0,0.0,0.0
0.503,1.0,0.0,0.0
0.504,0.9166666666666666,0.0,0.0
0.505,0.9166666666666666,0.0,0.0
0.506,0.9166666666666666,0.0,0.0
0.507,0.8333333333333334,0.0,0.0
0.508,0.8333333333333334,0.0,0.0
0.509,0.8333333333333334,0.0,0.0
0.51,0.8333333333333334,0.0,0.0
0.511,0.8333333333333334,0.0,0.0
0.512,0.8333333333333334,0.0,0.0
0.513,0.8333333333333334,0.0,0.0
0.514,0.8333333333333334,0.0,0.0
0.515,0.8333333333333334,0.0,0.0
0.516,0.8333333333333334,0.0,0.0
0.517,0.8333333333333334,0.0,0.0
0.518,0.8333333333333334,0.0,0.0
0.519,0.8333333333333334,0.0,0.0
0.52,0.8333333333333334,0.0,0.0
0.521,0.8333333333333334,0.0,0.0
0.522,0.8333333333333334,0.0,0.0
0.523,0.8333333333333334,0.0,0.0
0.524,0.8333333333333334,0.0,0.0
0.525,0.8333333333333334,0.0,0.0
0.526,0.8333333333333334,0.0,0.0
0.527,0.8333333333333334,0.0,0.0
0.528,0.8333333333333334,0.0,0.0
0.529,0.8333333333333334,0.0,0.0
0.53,0.8333333333333334,0.0,0.0
0.531,0.8333333333333334,0.0,0.0
0.532,0.8333333333333334,0.0,0.0
0.533,0.8333333333333334,0.0,0.0
0.534,0.8333333333333334,0.0,0.0
0.535,0.8333333333333334,0.0,0.0
0.536,0.8333333333333334,0.0,0.0
0.537,0.8333333333333334,0.0,0.0
0.538,0.75,0.0,0.0
0.539,0.75,0.0,0.0
0.54,0.75,0.0,0.0
0.541,0.75,0.0,0.0
0.542,0.75,0.0,0.0
0.543,0.75,0.0,0.0
0.544,0.75,0.0,0.0
0.545,0.75,0.0,0.0
0.546,0.75,0.0,0.0
0.547,0.75,0.0,0.0
0.548,0.75,0.0,0.0
0.549,0.75,0.0,0.0
0.55,0.75,0.0,0.0
0.551,0.75,0.0,0.0
0.552,0.75,0.0,0.0
0.553,0.75,0.0,0.0
0.554,0.75,0.0,0.0
0.555,0.75,0.0,0.0
0.556,0.75,0.0,0.0
0.557,0.75,0.0,0.0
0.558,0.75,0.0,0.0
0.559,0.75,0.0,0.0
0.56,0.75,0.0,0.0
0.561,0.75,0.0,0.0
0.562,0.75,0.0,0.0
0.563,0.75,0.0,0.0
0.564,0.75,0.0,0.0
0.565,0.75,0.0,0.0
0.566,0.75,0.0,0.0
0.567,0.75,0.0,0.0
0.568,0.75,0.0,0.0
0.569,0.75,0.0,0.0
0.57,0.75,0.0,0.0
0.571,0.75,0.0,0.0
0.572,0.75,0.0,0.0
0.573,0.75,0.0,0.0
0.574,0.75,0.0,0.0
0.575,0.6666666666666666,0.0,0.0
0.576,0.6666666666666666,0.0,0.0
0.577,0.6666666666666666,0.0,0.0
0.578,0.6666666666666666,0.0,0.0
0.579,0.6666666666666666,0.0,0.0
0.58,0.6666666666666666,0.0,0.0
0.581,0.6666666666666666,0.0,0.0
0.582,0.6666666666666666,0.0,0.0
0.583,0.6666666666666666,0.0,0.0
0.584,0.6666666666666666,0.0,0.0
0.585,0.6666666666666666,0.0,0.0
0.586,0.6666666666666666,0.0,0.0
0.587,0.6666666666666666,0.0,0.0
0.588,0.6666666666666666,0.0,0.0
0.589,0.6666666666666666,0.0,0.0
0.59,0.6666666666666666,0.0,0.0
0.591,0.6666666666666666,0.0,0.0
0.592,0.6666666666666666,0.0,0.0
0.593,0.6666666666666666,0.0,0.0
0.594,0.6666666666666666,0.0,0.0
0.595,0.6666666666666666,0.0,0.0
0.596,0.6666666666666666,0.0,0.0
0.597,0.6666666666666666,0.0,0.0
0.598,0.6666666666666666,0.0,0.0
0.599,0.6666666666666666,0.0,0.0
0.6,0.6666666666666666,0.0,0.0
0.601,0.6666666666666666,0.0,0.0
0.602,0.6666666666666666,0.3333333333333333,0.4444444444444444
0.603,0.6666666666666666,0.3333333333333333,0.4444444444444444
0.604,0.6666666666666666,0.3333333333333333,0.4444444444444444
0.605,0.6666666666666666,0.3333333333333333,0.4444444444444444
0.606,0.6666666666666666,0.3333333333333333,0.4444444444444444
0.607,0.6666666666666666,0.3333333333333333,0.4444444444444444
0.608,0.6666666666666666,0.3333333333333333,0.4444444444444444
0.609,0.6666666666666666,0.3333333333333333,0.4444444444444444
0.61,0.6666666666666666,0.3333333333333333,0.4444444444444444
0.611,0.6666666666666666,0.3333333333333333,0.4444444444444444
0.612,0.5833333333333334,0.3333333333333333,0.4242424242424242
0.613,0.5833333333333334,0.3333333333333333,0.4242424242424242
0.614,0.5833333333333334,0.3333333333333333,0.4242424242424242
0.615,0.5833333333333334,0.3333333333333333,0.4242424242424242
0.616,0.5833333333333334,0.3333333333333333,0.4242424242424242
0.617,0.5833333333333334,1.0,0.7368421052631579
0.618,0.5833333333333334,1.0,0.7368421052631579
0.619,0.5833333333333334,1.0,0.7368421052631579
0.62,0.5833333333333334,1.0,0.7368421052631579
0.621,0.5833333333333334,1.0,0.7368421052631579
0.622,0.5833333333333334,1.0,0.7368421052631579
0.623,0.5833333333333334,1.0,0.7368421052631579
0.624,0.5833333333333334,1.0,0.7368421052631579
0.625,0.5833333333333334,1.0,0.7368421052631579
0.626,0.5833333333333334,1.0,0.7368421052631579
0.627,0.5833333333333334,1.0,0.7368421052631579
0.628,0.5833333333333334,1.0,0.7368421052631579
0.629,0.5833333333333334,1.0,0.7368421052631579
0.63,0.5833333333333334,1.0,0.7368421052631579
0.631,0.5833333333333334,1.0,0.7368421052631579
0.632,0.5833333333333334,1.0,0.7368421052631579
0.633,0.5833333333333334,1.0,0.7368421052631579
0.634,0.5833333333333334,1.0,0.7368421052631579
0.635,0.5833333333333334,1.0,0.7368421052631579
0.636,0.5833333333333334,1.0,0.7368421052631579
0.637,0.5833333333333334,1.0,0.7368421052631579
0.638,0.5833333333333334,1.0,0.7368421052631579
0.639,0.5833333333333334,1.0,0.7368421052631579
0.64,0.5833333333333334,1.0,0.7368421052631579
0.641,0.5833333333333334,1.0,0.7368421052631579
0.642,0.5833333333333334,1.0,0.7368421052631579
0.643,0.5833333333333334,1.0,0.7368421052631579
0.644,0.5833333333333334,1.0,0.7368421052631579
0.645,0.5833333333333334,1.0,0.7368421052631579
0.646,0.5833333333333334,1.0,0.7368421052631579
0.647,0.5833333333333334,1.0,0.7368421052631579
0.648,0.5833333333333334,1.0,0.7368421052631579
0.649,0.5833333333333334,1.0,0.7368421052631579
0.65,0.5833333333333334,1.0,0.7368421052631579
0.651,0.5833333333333334,1.0,0.7368421052631579
0.652,0.5833333333333334,1.0,0.7368421052631579
0.653,0.5833333333333334,1.0,0.7368421052631579
0.654,0.5833333333333334,1.0,0.7368421052631579
0.655,0.5833333333333334,1.0,0.7368421052631579
0.656,0.5833333333333334,1.0,0.7368421052631579
0.657,0.5833333333333334,1.0,0.7368421052631579
0.658,0.5833333333333334,1.0,0.7368421052631579
0.659,0.5833333333333334,1.0,0.7368421052631579
0.66,0.5833333333333334,1.0,0.7368421052631579
0.661,0.5833333333333334,1.0,0.7368421052631579
0.662,0.5833333333333334,1.0,0.7368421052631579
0.663,0.5833333333333334,1.0,0.7368421052631579
0.664,0.5833333333333334,1.0,0.7368421052631579
0.665,0.5833333333333334,1.0,0.7368421052631579
0.666,0.5833333333333334,1.0,0.7368421052631579
0.667,0.5833333333333334,1.0,0.7368421052631579
0.668,0.5833333333333334,1.0,0.7368421052631579
0.669,0.5833333333333334,1.0,0.7368421052631579
0.67,0.5833333333333334,1.0,0.7368421052631579
0.671,0.5833333333333334,1.0,0.7368421052631579
0.672,0.5833333333333334,1.0,0.7368421052631579
0.673,0.5833333333333334,1.0,0.7368421052631579
0.674,0.5833333333333334,1.0,0.7368421052631579
0.675,0.5833333333333334,1.0,0.7368421052631579
0.676,0.5833333333333334,1.0,0.7368421052631579
0.677,0.5833333333333334,1.0,0.7368421052631579
0.678,0.5833333333333334,1.0,0.7368421052631579
0.679,0.5833333333333334,1.0,0.7368421052631579
0.68,0.5833333333333334,1.0,0.7368421052631579
0.681,0.5833333333333334,1.0,0.7368421052631579
0.682,0.5833333333333334,1.0,0.7368421052631579
0.683,0.5833333333333334,1.0,0.7368421052631579
0.684,0.5833333333333334,1.0,0.7368421052631579
0.685,0.5833333333333334,1.0,0.7368421052631579
0.686,0.5833333333333334,1.0,0.7368421052631579
0.687,0.5,1.0,0.6666666666666666
0.688,0.5,1.0,0.6666666666666666
0.689,0.5,1.0,0.6666666666666666
0.69,0.5,1.0,0.6666666666666666
0.691,0.5,1.0,0.6666666666666666
0.692,0.5,1.0,0.6666666666666666
0.693,0.5,1.0,0.6666666666666666
0.694,0.5,1.0,0.6666666666666666
0.695,0.4166666666666667,1.0,0.5882352941176471
0.696,0.4166666666666667,1.0,0.5882352941176471
0.697,0.4166666666666667,1.0,0.5882352941176471
0.698,0.4166666666666667,1.0,0.5882352941176471
0.699,0.4166666666666667,1.0,0.5882352941176471
0.7,0.4166666666666667,1.0,0.5882352941176471
0.701,0.4166666666666667,1.0,0.5882352941176471
0.702,0.4166666666666667,1.0,0.5882352941176471
0.703,0.4166666666666667,1.0,0.5882352941176471
0.704,0.4166666666666667,1.0,0.5882352941176471
0.705,0.4166666666666667,1.0,0.5882352941176471
0.706,0.4166666666666667,1.0,0.5882352941176471
0.707,0.4166666666666667,1.0,0.5882352941176471
0.708,0.3333333333333333,1.0,0.5
0.709,0.3333333333333333,1.0,0.5
0.71,0.3333333333333333,1.0,0.5
0.711,0.3333333333333333,1.0,0.5
0.712,0.3333333333333333,1.0,0.5
0.713,0.3333333333333333,1.0,0.5
0.714,0.3333333333333333,1.0,0.5
0.715,0.3333333333333333,1.0,0.5
0.716,0.3333333333333333,1.0,0.5
0.717,0.3333333333333333,1.0,0.5
0.718,0.3333333333333333,1.0,0.5
0.719,0.3333333333333333,1.0,0.5
0.72,0.3333333333333333,1.0,0.5
0.721,0.3333333333333333,1.0,0.5
0.722,0.3333333333333333,1.0,0.5
0.723,0.3333333333333333,1.0,0.5
0.724,0.3333333333333333,1.0,0.5
0.725,0.3333333333333333,1.0,0.5
0.726,0.3333333333333333,1.0,0.5
0.727,0.3333333333333333,1.0,0.5
0.728,0.3333333333333333,1.0,0.5
0.729,0.3333333333333333,1.0,0.5
0.73,0.3333333333333333,1.0,0.5
0.731,0.3333333333333333,1.0,0.5
0.732,0.3333333333333333,1.0,0.5
0.733,0.3333333333333333,1.0,0.5
0.734,0.3333333333333333,1.0,0.5
0.735,0.3333333333333333,1.0,0.5
0.736,0.3333333333333333,1.0,0.5
0.737,0.3333333333333333,1.0,0.5
0.738,0.3333333333333333,1.0,0.5
0.739,0.3333333333333333,1.0,0.5
0.74,0.3333333333333333,1.0,0.5
0.741,0.3333333333333333,1.0,0.5
0.742,0.3333333333333333,1.0,0.5
0.743,0.3333333333333333,1.0,0.5
0.744,0.3333333333333333,1.0,0.5
0.745,0.3333333333333333,1.0,0.5
0.746,0.3333333333333333,1.0,0.5
0.747,0.3333333333333333,1.0,0.5
0.748,0.3333333333333333,1.0,0.5
0.749,0.3333333333333333,1.0,0.5
0.75,0.3333333333333333,1.0,0.5
0.751,0.3333333333333333,1.0,0.5
0.752,0.3333333333333333,1.0,0.5
0.753,0.3333333333333333,1.0,0.5
0.754,0.3333333333333333,1.0,0.5
0.755,0.3333333333333333,1.0,0.5
0.756,0.3333333333333333,1.0,0.5
0.757,0.3333333333333333,1.0,0.5
0.758,0.25,1.0,0.4
0.759,0.25,1.0,0.4
0.76,0.25,1.0,0.4
0.761,0.25,1.0,0.4
0.762,0.25,1.0,0.4
0.763,0.25,1.0,0.4
0.764,0.25,1.0,0.4
0.765,0.25,1.0,0.4
0.766,0.25,1.0,0.4
0.767,0.25,1.0,0.4
0.768,0.25,1.0,0.4
