Threshold,Completeness,Succinctness,F-Score
0.263,0.9333333333333333,0.3333333333333333,0.4912280701754386
0.264,0.9333333333333333,0.3333333333333333,0.4912280701754386
0.265,0.9333333333333333,0.3333333333333333,0.4912280701754386
0.266,0.9333333333333333,0.3333333333333333,0.4912280701754386
0.267,0.9333333333333333,0.3333333333333333,0.4912280701754386
0.268,0.9333333333333333,0.3333333333333333,0.4912280701754386
0.269,0.9333333333333333,0.3333333333333333,0.4912280701754386
0.27,0.9333333333333333,0.3333333333333333,0.4912280701754386
0.271,0.9333333333333333,0.3333333333333333,0.4912280701754386
0.272,0.9333333333333333,0.3333333333333333,0.4912280701754386
0.273,0.9333333333333333,0.3333333333333333,0.4912280701754386
0.274,0.9333333333333333,0.3333333333333333,0.4912280701754386
0.275,0.9333333333333333,0.3333333333333333,0.4912280701754386
0.276,0.9333333333333333,0.3333333333333333,0.4912280701754386
0.277,0.9333333333333333,0.3333333333333333,0.4912280701754386
0.278,0.9333333333333333,0.3333333333333333,0.4912280701754386
0.279,0.9333333333333333,0.3333333333333333,0.4912280701754386
0.28,0.9333333333333333,0.3333333333333333,0.4912280701754386
0.281,0.9333333333333333,0.3333333333333333,0.4912280701754386
0.282,0.9333333333333333,0.3333333333333333,0.4912280701754386
0.283,0.9333333333333333,0.3333333333333333,0.4912280701754386
0.284,0.9333333333333333,0.3333333333333333,0.4912280701754386
0.285,0.9333333333333333,0.3333333333333333,0.4912280701754386
0.286,0.9333333333333333,0.3333333333333333,0.4912280701754386
0.287,0.9333333333333333,0.3333333333333333,0.4912280701754386
0.288,0.9333333333333333,0.3333333333333333,0.4912280701754386
0.289,0.9333333333333333,0.3333333333333333,0.4912280701754386
0.29,0.9333333333333333,0.3333333333333333,0.4912280701754386
0.291,0.9333333333333333,0.3333333333333333,0.4912280701754386
0.292,0.9333333333333333,0.3333333333333333,0.4912280701754386
0.293,0.9333333333333333,0.3333333333333333,0.4912280701754386
0.294,0.9333333333333333,0.3333333333333333,0.4912280701754386
0.295,0.9333333333333333,0.3333333333333333,0.4912280701754386
0.296,0.9333333333333333,0.3333333333333333,0.4912280701754386
0.297,0.9333333333333333,0.3333333333333333,0.4912280701754386
0.298,0.9333333333333333,0.3333333333333333,0.4912280701754386
0.299,0.9333333333333333,0.3333333333333333,0.4912280701754386
0.3,0.9333333333333333,0.3333333333333333,0.4912280701754386
0.301,0.9333333333333333,0.3333333333333333,0.4912280701754386
0.302,0.9333333333333333,0.3333333333333333,0.4912280701754386
0.303,0.9333333333333333,0.3333333333333333,0.4912280701754386
0.304,0.9333333333333333,0.3333333333333333,0.4912280701754386
0.305,0.9333333333333333,0.3333333333333333,0.4912280701754386
0.306,0.9333333333333333,0.3333333333333333,0.4912280701754386
0.307,0.9333333333333333,0.3333333333333333,0.4912280701754386
0.308,0.9333333333333333,0.3333333333333333,0.4912280701754386
0.309,0.9333333333333333,0.3333333333333333,0.4912280701754386
0.31,0.9333333333333333,0.3333333333333333,0.4912280701754386
0.311,0.9333333333333333,0.3333333333333333,0.4912280701754386
0.312,0.9333333333333333,0.3333333333333333,0.4912280701754386
0.313,0.9333333333333333,0.3333333333333333,0.4912280701754386
0.314,0.9333333333333333,0.3333333333333333,0.4912280701754386
0.315,0.9333333333333333,0.3333333333333333,0.4912280701754386
0.316,0.9333333333333333,0.3333333333333333,0.4912280701754386
0.317,0.9333333333333333,0.3333333333333333,0.4912280701754386
0.318,0.9333333333333333,0.3333333333333333,0.4912280701754386
0.319,0.9333333333333333,0.3333333333333333,0.4912280701754386
0.32,0.9333333333333333,0.3333333333333333,0.4912280701754386
0.321,0.9333333333333333,0.3333333333333333,0.4912280701754386
0.322,0.9333333333333333,0.3333333333333333,0.4912280701754386
0.323,0.9333333333333333,0.3333333333333333,0.4912280701754386
0.324,0.9333333333333333,0.3333333333333333,0.4912280701754386
0.325,0.9333333333333333,0.3333333333333333,0.4912280701754386
0.326,0.9333333333333333,0.3333333333333333,0.4912280701754386
0.327,0.9333333333333333,0.3333333333333333,0.4912280701754386
0.328,0.9333333333333333,0.3333333333333333,0.4912280701754386
0.329,0.9333333333333333,0.3333333333333333,0.4912280701754386
0.33,0.9333333333333333,0.3333333333333333,0.4912280701754386
0.331,0.9333333333333333,0.3333333333333333,0.4912280701754386
0.332,0.9333333333333333,0.3333333333333333,0.4912280701754386
0.333,0.9333333333333333,0.3333333333333333,0.4912280701754386
0.334,0.9333333333333333,0.3333333333333333,0.4912280701754386
0.335,0.9333333333333333,0.3333333333333333,0.4912280701754386
0.336,0.9333333333333333,0.3333333333333333,0.4912280701754386
0.337,0.9333333333333333,0.3333333333333333,0.4912280701754386
0.338,0.9333333333333333,0.3333333333333333,0.4912280701754386
0.339,0.9333333333333333,0.3333333333333333,0.4912280701754386
0.34,0.9333333333333333,0.3333333333333333,0.4912280701754386
0.341,0.9333333333333333,0.3333333333333333,0.4912280701754386
0.342,0.9333333333333333,0.3333333333333333,0.4912280701754386
0.343,0.9333333333333333,0.3333333333333333,0.4912280701754386
0.344,0.9333333333333333,0.3333333333333333,0.4912280701754386
0.345,0.9333333333333333,0.3333333333333333,0.4912280701754386
0.346,0.9333333333333333,0.3333333333333333,0.4912280701754386
0.347,0.9333333333333333,0.3333333333333333,0.4912280701754386
0.348,0.9333333333333333,0.3333333333333333,0.4912280701754386
0.349,0.9333333333333333,0.3333333333333333,0.4912280701754386
0.35,0.9333333333333333,0.3333333333333333,0.4912280701754386
0.351,0.9333333333333333,0.3333333333333333,0.4912280701754386
0.352,0.9333333333333333,0.3333333333333333,0.4912280701754386
0.353,0.9333333333333333,0.3333333333333333,0.4912280701754386
0.354,0.9333333333333333,0.3333333333333333,0.4912280701754386
0.355,0.9333333333333333,0.3333333333333333,0.4912280701754386
0.356,0.9333333333333333,0.3333333333333333,0.4912280701754386
0.357,0.9333333333333333,0.3333333333333333,0.4912280701754386
0.358,0.9333333333333333,0.3333333333333333,0.4912280701754386
0.359,0.9333333333333333,0.3333333333333333,0.4912280701754386
0.36,0.9333333333333333,0.3333333333333333,0.4912280701754386
0.361,0.9333333333333333,0.3333333333333333,0.4912280701754386
0.362,0.9333333333333333,0.3333333333333333,0.4912280701754386
0.363,0.9333333333333333,0.3333333333333333,0.4912280701754386
0.364,0.9333333333333333,0.3333333333333333,0.4912280701754386
0.365,0.9333333333333333,0.3333333333333333,0.4912280701754386
0.366,0.9333333333333333,0.3333333333333333,0.4912280701754386
0.367,0.9333333333333333,0.3333333333333333,0.4912280701754386
0.368,0.9333333333333333,0.3333333333333333,0.4912280701754386
0.369,0.9333333333333333,0.3333333333333333,0.4912280701754386
0.37,0.9333333333333333,0.3333333333333333,0.4912280701754386
0.371,0.9333333333333333,0.3333333333333333,0.4912280701754386
0.372,0.9333333333333333,0.3333333333333333,0.4912280701754386
0.373,0.9333333333333333,0.3333333333333333,0.4912280701754386
0.374,0.9333333333333333,0.3333333333333333,0.4912280701754386
0.375,0.9333333333333333,0.3333333333333333,0.4912280701754386
0.376,0.9333333333333333,0.3333333333333333,0.4912280701754386
0.377,0.9333333333333333,0.3333333333333333,0.4912280701754386
0.378,0.9333333333333333,0.3333333333333333,0.4912280701754386
0.379,0.9333333333333333,0.3333333333333333,0.4912280701754386
0.38,0.9333333333333333,0.3333333333333333,0.4912280701754386
0.381,0.9333333333333333,0.3333333333333333,0.4912280701754386
0.382,0.9333333333333333,0.3333333333333333,0.4912280701754386
0.383,0.9333333333333333,0.3333333333333333,0.4912280701754386
0.384,0.9333333333333333,0.3333333333333333,0.4912280701754386
0.385,0.9333333333333333,0.3333333333333333,0.4912280701754386
0.386,0.9333333333333333,0.3333333333333333,0.4912280701754386
0.387,0.8666666666666667,0.3333333333333333,0.48148148148148145
0.388,0.8666666666666667,0.3333333333333333,0.48148148148148145
0.389,0.8666666666666667,0.3333333333333333,0.48148148148148145
0.39,0.8666666666666667,0.3333333333333333,0.48148148148148145
0.391,0.8666666666666667,0.3333333333333333,0.48148148148148145
0.392,0.8666666666666667,0.3333333333333333,0.48148148148148145
0.393,0.8666666666666667,0.3333333333333333,0.48148148148148145
0.394,0.8666666666666667,0.3333333333333333,0.48148148148148145
0.395,0.8666666666666667,0.3333333333333333,0.48148148148148145
0.396,0.8666666666666667,0.3333333333333333,0.48148148148148145
0.397,0.8666666666666667,0.3333333333333333,0.48148148148148145
0.398,0.8666666666666667,0.3333333333333333,0.48148148148148145
0.399,0.8666666666666667,0.3333333333333333,0.48148148148148145
0.4,0.8666666666666667,0.3333333333333333,0.48148148148148145
0.401,0.8666666666666667,0.3333333333333333,0.48148148148148145
0.402,0.8666666666666667,0.3333333333333333,0.48148148148148145
0.403,0.8666666666666667,0.3333333333333333,0.48148148148148145
0.404,0.8666666666666667,0.3333333333333333,0.48148148148148145
0.405,0.8666666666666667,0.3333333333333333,0.48148148148148145
0.406,0.8666666666666667,0.3333333333333333,0.48148148148148145
0.407,0.8666666666666667,0.3333333333333333,0.48148148148148145
0.408,0.8666666666666667,0.3333333333333333,0.48148148148148145
0.409,0.8666666666666667,0.3333333333333333,0.48148148148148145
0.41,0.8666666666666667,0.3333333333333333,0.48148148148148145
0.411,0.8666666666666667,0.3333333333333333,0.48148148148148145
0.412,0.8666666666666667,0.3333333333333333,0.48148148148148145
0.413,0.8666666666666667,0.3333333333333333,0.48148148148148145
0.414,0.8666666666666667,0.3333333333333333,0.48148148148148145
0.415,0.8666666666666667,0.3333333333333333,0.48148148148148145
0.416,0.8666666666666667,0.3333333333333333,0.48148148148148145
0.417,0.8666666666666667,0.3333333333333333,0.48148148148148145
0.418,0.8666666666666667,0.3333333333333333,0.48148148148148145
0.419,0.8666666666666667,0.3333333333333333,0.48148148148148145
0.42,0.8666666666666667,0.3333333333333333,0.48148148148148145
0.421,0.8666666666666667,0.3333333333333333,0.48148148148148145
0.422,0.8666666666666667,0.3333333333333333,0.48148148148148145
0.423,0.8666666666666667,0.3333333333333333,0.48148148148148145
0.424,0.8666666666666667,0.3333333333333333,0.48148148148148145
0.425,0.8666666666666667,0.3333333333333333,0.48148148148148145
0.426,0.8666666666666667,0.3333333333333333,0.48148148148148145
0.427,0.8666666666666667,0.3333333333333333,0.48148148148148145
0.428,0.8666666666666667,0.3333333333333333,0.48148148148148145
0.429,0.8666666666666667,0.3333333333333333,0.48148148148148145
0.43,0.8666666666666667,0.3333333333333333,0.48148148148148145
0.431,0.8666666666666667,0.3333333333333333,0.48148148148148145
0.432,0.8666666666666667,0.3333333333333333,0.48148148148148145
0.433,0.8666666666666667,0.3333333333333333,0.48148148148148145
0.434,0.8666666666666667,0.3333333333333333,0.48148148148148145
0.435,0.8666666666666667,0.3333333333333333,0.48148148148148145
0.436,0.8666666666666667,0.3333333333333333,0.48148148148148145
0.437,0.8666666666666667,0.3333333333333333,0.48148148148148145
0.438,0.8666666666666667,0.3333333333333333,0.48148148148148145
0.439,0.8666666666666667,0.3333333333333333,0.48148148148148145
0.44,0.8666666666666667,0.3333333333333333,0.48148148148148145
0.441,0.8666666666666667,0.3333333333333333,0.48148148148148145
0.442,0.8666666666666667,0.3333333333333333,0.48148148148148145
0.443,0.8666666666666667,0.3333333333333333,0.48148148148148145
0.444,0.8666666666666667,0.3333333333333333,0.48148148148148145
0.445,0.8666666666666667,0.3333333333333333,0.48148148148148145
0.446,0.8666666666666667,0.3333333333333333,0.48148148148148145
0.447,0.8666666666666667,0.3333333333333333,0.48148148148148145
0.448,0.8666666666666667,0.3333333333333333,0.48148148148148145
0.449,0.8666666666666667,0.3333333333333333,0.48148148148148145
0.45,0.8666666666666667,0.3333333333333333,0.48148148148148145
0.451,0.8666666666666667,0.3333333333333333,0.48148148148148145
0.452,0.8666666666666667,0.3333333333333333,0.48148148148148145
0.453,0.8666666666666667,0.3333333333333333,0.48148148148148145
0.454,0.8666666666666667,0.3333333333333333,0.48148148148148145
0.455,0.8666666666666667,0.3333333333333333,0.48148148148148145
0.456,0.8666666666666667,0.3333333333333333,0.48148148148148145
0.457,0.8666666666666667,0.3333333333333333,0.48148148148148145
0.458,0.8666666666666667,0.3333333333333333,0.48148148148148145
0.459,0.8666666666666667,0.3333333333333333,0.48148148148148145
0.46,0.8666666666666667,0.3333333333333333,0.48148148148148145
0.461,0.8666666666666667,0.3333333333333333,0.48148148148148145
0.462,0.8666666666666667,0.3333333333333333,0.48148148148148145
0.463,0.8666666666666667,0.3333333333333333,0.48148148148148145
0.464,0.8666666666666667,0.3333333333333333,0.48148148148148145
0.465,0.8666666666666667,0.3333333333333333,0.48148148148148145
0.466,0.8666666666666667,0.3333333333333333,0.48148148148148145
0.467,0.8666666666666667,0.3333333333333333,0.48148148148148145
0.468,0.8666666666666667,0.3333333333333333,0.48148148148148145
0.469,0.8666666666666667,0.3333333333333333,0.48148148148148145
0.47,0.8666666666666667,0.3333333333333333,0.48148148148148145
0.471,0.8666666666666667,0.3333333333333333,0.48148148148148145
0.472,0.8666666666666667,0.3333333333333333,0.48148148148148145
0.473,0.8666666666666667,0.3333333333333333,0.48148148148148145
0.474,0.8666666666666667,0.3333333333333333,0.48148148148148145
0.475,0.8666666666666667,0.3333333333333333,0.48148148148148145
0.476,0.8666666666666667,0.3333333333333333,0.48148148148148145
0.477,0.8666666666666667,0.3333333333333333,0.48148148148148145
0.478,0.8666666666666667,0.3333333333333333,0.48148148148148145
0.479,0.8666666666666667,0.3333333333333333,0.48148148148148145
0.48,0.8666666666666667,0.3333333333333333,0.48148148148148145
0.481,0.8666666666666667,0.3333333333333333,0.48148148148148145
0.482,0.8666666666666667,0.3333333333333333,0.48148148148148145
0.483,0.8666666666666667,0.3333333333333333,0.48148148148148145
0.484,0.8666666666666667,0.3333333333333333,0.48148148148148145
0.485,0.8666666666666667,0.3333333333333333,0.48148148148148145
0.486,0.8666666666666667,0.3333333333333333,0.48148148148148145
0.487,0.8666666666666667,0.3333333333333333,0.48148148148148145
0.488,0.8666666666666667,0.3333333333333333,0.48148148148148145
0.489,0.8666666666666667,0.3333333333333333,0.48148148148148145
0.49,0.8666666666666667,0.3333333333333333,0.48148148148148145
0.491,0.8666666666666667,0.3333333333333333,0.48148148148148145
0.492,0.8666666666666667,0.3333333333333333,0.48148148148148145
0.493,0.8666666666666667,0.3333333333333333,0.48148148148148145
0.494,0.8666666666666667,0.3333333333333333,0.48148148148148145
0.495,0.8666666666666667,0.3333333333333333,0.48148148148148145
0.496,0.8666666666666667,0.3333333333333333,0.48148148148148145
0.497,0.8666666666666667,0.3333333333333333,0.48148148148148145
0.498,0.8666666666666667,0.3333333333333333,0.48148148148148145
0.499,0.8666666666666667,0.3333333333333333,0.48148148148148145
0.5,0.8666666666666667,0.3333333333333333,0.48148148148148145
0.501,0.8666666666666667,0.3333333333333333,0.48148148148148145
0.502,0.8666666666666667,0.3333333333333333,0.48148148148148145
0.503,0.8666666666666667,0.3333333333333333,0.48148148148148145
0.504,0.8666666666666667,0.3333333333333333,0.48148148148148145
0.505,0.8666666666666667,0.3333333333333333,0.48148148148148145
0.506,0.8666666666666667,0.3333333333333333,0.48148148148148145
0.507,0.8666666666666667,0.3333333333333333,0.48148148148148145
0.508,0.8666666666666667,0.3333333333333333,0.48148148148148145
0.509,0.8666666666666667,0.3333333333333333,0.48148148148148145
0.51,0.8666666666666667,0.3333333333333333,0.48148148148148145
0.511,0.8666666666666667,0.3333333333333333,0.48148148148148145
0.512,0.8666666666666667,0.3333333333333333,0.48148148148148145
0.513,0.8666666666666667,0.3333333333333333,0.48148148148148145
0.514,0.8666666666666667,0.3333333333333333,0.48148148148148145
0.515,0.8,0.3333333333333333,0.47058823529411764
0.516,0.8,0.3333333333333333,0.47058823529411764
0.517,0.8,0.3333333333333333,0.47058823529411764
0.518,0.8,0.3333333333333333,0.47058823529411764
0.519,0.8,0.3333333333333333,0.47058823529411764
0.52,0.8,0.3333333333333333,0.47058823529411764
0.521,0.8,0.3333333333333333,0.47058823529411764
0.522,0.8,0.3333333333333333,0.47058823529411764
0.523,0.8,0.3333333333333333,0.47058823529411764
0.524,0.8,0.3333333333333333,0.47058823529411764
0.525,0.8,0.3333333333333333,0.47058823529411764
0.526,0.8,0.3333333333333333,0.47058823529411764
0.527,0.8,0.3333333333333333,0.47058823529411764
0.528,0.8,0.3333333333333333,0.47058823529411764
0.529,0.8,0.3333333333333333,0.47058823529411764
0.53,0.8,0.3333333333333333,0.47058823529411764
0.531,0.8,0.3333333333333333,0.47058823529411764
0.532,0.8,0.3333333333333333,0.47058823529411764
0.533,0.8,0.3333333333333333,0.47058823529411764
0.534,0.8,0.3333333333333333,0.47058823529411764
0.535,0.8,0.3333333333333333,0.47058823529411764
0.536,0.8,0.3333333333333333,0.47058823529411764
0.537,0.8,0.3333333333333333,0.47058823529411764
0.538,0.8,0.3333333333333333,0.47058823529411764
0.539,0.8,0.3333333333333333,0.47058823529411764
0.54,0.8,0.3333333333333333,0.47058823529411764
0.541,0.8,0.3333333333333333,0.47058823529411764
0.542,0.8,0.3333333333333333,0.47058823529411764
0.543,0.8,0.3333333333333333,0.47058823529411764
0.544,0.8,0.3333333333333333,0.47058823529411764
0.545,0.8,0.3333333333333333,0.47058823529411764
0.546,0.8,0.3333333333333333,0.47058823529411764
0.547,0.8,0.3333333333333333,0.47058823529411764
0.548,0.8,0.3333333333333333,0.47058823529411764
0.549,0.7333333333333333,0.3333333333333333,0.45833333333333326
0.55,0.7333333333333333,0.3333333333333333,0.45833333333333326
0.551,0.7333333333333333,0.3333333333333333,0.45833333333333326
0.552,0.7333333333333333,0.3333333333333333,0.45833333333333326
0.553,0.7333333333333333,0.3333333333333333,0.45833333333333326
0.554,0.7333333333333333,0.3333333333333333,0.45833333333333326
0.555,0.7333333333333333,0.3333333333333333,0.45833333333333326
0.556,0.7333333333333333,0.3333333333333333,0.45833333333333326
0.557,0.7333333333333333,0.3333333333333333,0.45833333333333326
0.558,0.7333333333333333,0.3333333333333333,0.45833333333333326
0.559,0.7333333333333333,0.3333333333333333,0.45833333333333326
0.56,0.7333333333333333,0.3333333333333333,0.45833333333333326
0.561,0.7333333333333333,0.3333333333333333,0.45833333333333326
0.562,0.7333333333333333,0.3333333333333333,0.45833333333333326
0.563,0.7333333333333333,0.3333333333333333,0.45833333333333326
